19900109,23704,30.58,103.27,12,4.1,1
19900114,79472,29.85,99.41,7,3.4,0
19900115,11984,30.63,103.31,21,4.9,1
19900127,8760,29.08,104.77,10,3.9,0
19900129,66553,29.22,101,9,3.3,0
19900202,18140,32.35,98.17,15,3.5,0
19900204,53429,32.35,98.12,32,3.7,0
19900205,33605,32.1,98.26,10,3.9,0
19900213,72816,31.5,102.54,32,4,0
19900303,41191,27.14,101.06,9,3.2,0
19900311,70270,32.47,105.29,16,3.2,0
19900312,81606,28.36,102.9,11,4,0
19900315,7050,31.58,102.47,6,3.3,0
19900327,13506,29.37,105.47,9,3.2,0
19900328,83422,27.29,101.91,18,3.7,0
19900330,24389,27.34,101.69,9,3.3,0
19900402,4295,29.68,101.94,16,3.8,0
19900403,66577,31.92,104.2,22,3.2,0
19900407,77253,31.46,102.58,13,3.3,0
19900407,82065,31.49,102.34,28,3.4,0
19900408,69230,30.04,99.35,8,4.5,1
19900413,61117,26.44,102.77,34,3.4,0
19900415,85482,27.11,101.36,16,3.4,0
19900418,82724,30,99.47,9,3.4,0
19900422,72131,30.63,103.35,10,3.4,0
19900503,81614,31.61,102.32,21,3.3,0
19900507,34387,32.5,105.58,16,3.3,0
19900509,60289,26.36,102.64,9,3.1,0
19900527,43231,28.98,101.16,18,3.2,0
19900527,76571,30.65,103.24,13,3.8,0
19900602,47113,30.01,99.54,27,3.4,0
19900609,55891,28.39,103.03,5,3.8,0
19900611,68220,27.89,102.95,11,3.5,0
19900613,10503,31.46,104.1,18,3.4,0
19900616,33877,29.16,105.1,15,3.5,0
19900616,37682,29.17,105.07,7,3.6,0
19900617,18916,31.91,103.63,13,3.9,0
19900625,64827,31.54,102.49,11,3.4,0
19900629,7564,31.7,104.52,17,3.6,0
19900712,21009,31.59,102.48,6,3.4,0
19900712,73624,29.47,103.31,28,4.6,1
19900713,15051,29.41,103.34,16,3.3,0
19900714,5848,31.56,108.98,29,4,0
19900717,13655,32.19,100.88,16,3.1,0
19900724,85237,27.15,101.06,5,3.2,0
19900728,76408,29.89,99.15,27,3.7,0
19900729,84307,29.95,99.17,11,3.3,0
19900804,46347,29.54,103.29,14,4.8,1
19900806,31291,29.05,105.05,17,3.4,0
19900818,49098,27.03,101.23,17,4.8,1
19900819,55965,29.95,99.18,15,4.1,1
19900820,51330,29.95,99.26,18,3.2,0
19900827,81266,29.34,105.09,13,3.1,0
19900829,68892,29.41,107.36,5,3.2,0
19900905,38902,29.36,105.51,11,3.2,0
19900905,84191,31,100.92,8,3.2,0
19900913,65600,29.13,103.43,12,3.1,0
19900921,59552,26.61,102.77,14,3.6,0
19900925,36870,30.07,99.32,23,3.5,0
19900930,71742,30.56,101.48,5,3,0
19901001,64944,30.29,103.94,16,4,0
19901006,85675,30.68,103.36,8,3.4,0
19901026,3453,28.32,103.96,13,3.9,0
19901026,10003,28.37,104.36,5,3,0
19901104,1685,29.98,103.46,13,3.5,0
19901106,24205,29.41,104.84,15,3,0
19901107,57548,26.21,102.56,17,3,0
19901125,58482,32.22,102.11,24,3.3,0
19901128,70079,31.96,101.05,18,3.2,0
19901129,74360,32.56,98.2,5,3.3,0
19901228,47024,29.9,99.05,11,3.8,0
19910209,55764,28.24,104.18,8,3.2,0
19910212,17498,29.28,105.06,20,3.1,0
19910218,32782,31.66,102.53,20,5.1,1
19910302,64072,31.89,100.99,9,3.3,0
19910320,45065,29.92,99.4,21,3.3,0
19910324,9905,29.98,101.42,10,3.7,0
19910405,35527,28.96,102.37,9,3.5,0
19910411,73938,27.23,101.13,8,4.7,1
19910411,77147,27.05,101.18,10,3.1,0
19910413,44887,27.23,101.03,10,3.6,0
19910415,27185,30.86,99.83,6,3.2,0
19910416,53507,27.72,101.01,13,3.3,0
19910416,53736,27.62,101.13,8,3.5,0
19910424,11460,28.21,104.69,9,3.5,0
19910424,69105,31.81,104.51,31,3.9,0
19910425,83539,32.98,104.54,5,3.7,0
19910504,54269,29.47,105.43,10,3.2,0
19910510,9609,30.24,99.65,3,3.2,0
19910514,2888,30.11,103.36,13,3.5,0
19910520,35574,26.72,102.82,12,3.4,0
19910527,16040,28.39,104.07,21,3.3,0
19910604,48220,30.21,99.85,24,3.3,0
19910605,749,28.41,102.8,15,3.4,0
19910706,58258,27.9,101.15,26,3.4,0
19910707,11799,31.79,102.64,11,3.6,0
19910717,3999,29.56,104.34,7,3.3,0
19910724,29832,30.22,108.15,17,3.8,0
19910728,74047,27.1,102.82,10,3.8,0
19910729,85866,30.02,101.7,10,3.4,0
19910817,70608,28,100.99,11,3.9,0
19910819,30261,31.51,109.11,2,3.4,0
19910828,38102,29.39,104.14,13,3.2,0
19910908,77010,31.01,103.71,12,3.2,0
19910925,30254,30.07,99.51,13,3.3,0
19911009,27200,27.61,101.03,15,3.6,0
19911019,15541,28.59,103.77,7,3.4,0
19911023,532,32.98,103.92,9,3.2,0
19911025,55344,26.34,102.78,20,3.6,0
19911028,67404,31.64,102.48,8,4,0
19911103,146,28.31,104.03,33,4.4,1
19911106,35830,31.6,102.39,13,3.7,0
19911201,6475,30.8,103.77,16,3.4,0
19911222,70473,26.61,102.89,16,3.3,0
19911226,48257,30.97,99.62,18,4.4,1
19911231,76455,30.78,99.6,11,4.3,1
19920107,58989,30.26,99.53,32,3.9,0
19920109,485,31.78,103.31,5,3.3,0
19920120,74497,29.46,102.99,12,3.7,0
19920121,6827,27.4,101.9,14,3.8,0
19920125,25300,30.29,108.23,9,3.2,0
19920209,61413,27.63,101.02,9,3.2,0
19920211,3376,27.57,101.06,21,3.8,0
19920211,41734,31.56,99.23,7,3.6,0
19920220,16949,32.31,101.67,10,3.4,0
19920221,32782,30.88,99.92,5,3.7,0
19920221,32983,30.93,99.83,5,3.4,0
19920224,83944,30.41,108.04,3,3.4,0
19920310,45381,32.45,104.17,11,4,0
19920314,32046,31.58,99.88,6,3.6,0
19920402,33669,32.96,103.95,9,4.2,1
19920417,50115,28.85,104.99,12,4.4,1
19920421,85747,32.95,104.17,7,3.4,0
19920426,10682,26.69,102.92,9,3.5,0
19920501,60780,26.91,102.94,9,3.1,0
19920505,74464,29.3,103.95,9,3.2,0
19920517,85578,31.32,101.94,8,3.1,0
19920522,20852,30.9,99.66,33,4.1,1
19920522,27509,30.91,99.74,29,3.5,0
19920530,8776,31.37,102.99,16,3.8,0
19920608,40348,31.51,108.63,9,3.5,0
19920612,21290,29,103.8,15,3.7,0
19920614,83292,31.9,101.92,13,3.5,0
19920622,64025,29.33,104.32,4,3.6,0
19920622,65507,29.54,104.3,21,3.4,0
19920625,16696,30.16,101.87,19,3.7,0
19920711,44264,31.54,109.29,12,3.4,0
19920815,72598,31.62,109.71,8,3.1,0
19920824,23415,31.15,103.65,18,3.5,0
19920902,11665,27.96,102.95,12,4.2,1
19920916,50722,30.51,102.71,25,3.7,0
19921015,27842,29.31,103.86,14,3.1,0
19921026,70106,32.26,100.72,14,3.4,0
19921026,80246,31.83,99.66,11,3.6,0
19921104,46280,31.14,107.65,8,3.1,0
19921204,55842,28.58,103.49,12,3.7,0
19921205,5311,30.11,102.26,9,4.1,1
19921210,79499,31.71,109.48,7,3.3,0
19921216,28658,31.66,109.47,13,3.4,0
19921218,39362,30.89,103.72,20,3.7,0
19921223,20383,30.08,103.29,15,3.5,0
19930104,11501,31.85,100.13,12,3.7,0
19930105,45920,29.76,99.36,6,3.3,0
19930105,59925,32.05,104.77,14,3.4,0
19930108,73699,29.19,103.86,11,3.8,0
19930109,4137,29.98,99.05,11,3.6,0
19930110,26584,29.36,104.1,21,3.3,0
19930115,29815,29.45,105.58,8,3,0
19930129,1680,30.16,108.12,8,3.9,0
19930131,57147,29.14,103.9,10,3.4,0
19930201,27276,29.14,103.93,12,3.3,0
19930204,14519,29.33,103.69,4,3,0
19930205,82644,29.29,100.9,11,3.6,0
19930211,21676,32.04,101.29,9,3.8,0
19930214,73355,31.73,99.68,12,3.5,0
19930225,39268,29.16,103.76,6,3.2,0
19930302,49001,30.51,103.56,18,4,0
19930305,10488,29.13,103.84,18,3.2,0
19930305,27900,31.25,107.81,7,3,0
19930311,33008,27.07,101,14,3.7,0
19930312,26208,27.24,101.12,20,3.9,0
19930318,84711,30.04,99.41,15,3.4,0
19930325,38449,29.16,103.83,13,3.6,0
19930325,45417,29.5,105.88,16,3.1,0
19930328,14532,29.36,105.55,8,3.8,0
19930330,16708,31.96,101.28,15,3.7,0
19930330,33491,31.18,103.93,20,3.3,0
19930401,50485,29.61,102.01,9,3.9,0
19930404,1770,29.31,105.42,24,3,0
19930406,4790,30.25,108.24,14,3,0
19930408,45636,29.34,105.53,15,3,0
19930408,76291,27.88,101.1,18,4,0
19930408,82243,27.94,101.1,18,3.5,0
19930409,10142,27.9,101.12,10,3.3,0
19930409,10673,27.91,101.09,13,3,0
19930409,12215,27.91,101.1,7,3.2,0
19930409,52656,27.85,101.13,10,3.9,0
19930409,58849,27.98,101.07,9,3.1,0
19930409,65160,27.96,101.09,9,3.3,0
19930410,11586,27.91,101.19,17,4.2,1
19930410,15794,27.83,101.12,10,3.4,0
19930412,2208,27.93,101.16,11,3.5,0
19930412,24886,27.94,101.25,13,3.7,0
19930422,27176,31.59,103.36,24,3.1,0
