0	0	0	0	0	0	0	0	0	0	0.019569472	0.021526419	0	0	0	0	1	0	0.18	0.321568627	1	1	0	0.01	0.02	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.254403131	0.015655577	1	1	0	0	0.06	0.06	0	1	0.031372549	0.03	0.08	0	0	1	1	0	0	1
0	0	0	0	0	0	0	0	0	0	0.444227006	0.011741683	1	1	0	0	0.03	0.07	0	1	0.023529412	0.02	0.08	0	0	1	1	0	0	1
0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0.473581213	0.037181996	1	1	0	0	0.08	0.06	0	1	0.074509804	0.07	0.07	0	0	1	1	0	0	1
0	0	0	0	0	0	0	0	0	0	0.031311155	0.031311155	0	0	0	0	1	0	0	0.215686275	1	1	0	0.02	0.04	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.015655577	0.015655577	0	0	0	0	1	0	0	0.4	1	1	0	0.01	0.04	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.150684932	0.021526419	1	1	0	0	0.14	0.08	0	1	0.043137255	0.04	0.07	0	0	1	1	0	0	1
0	0	0	0	0	0	0	0	0	0	0.465753425	0.001956947	1	1	0	0	0	0.06	0	1	0.003921569	0	0.07	0	0	1	1	0	0	1
0	0	0	0	0	0	0	0	0	0	0.02739726	0.02739726	0	0	0	0	1	0	0	0.121568627	1	1	0	0.03	0.06	0	0	0	0	0
0	0	0.066666667	0	0.001131222	0	0	0	0	0	0.003913894	0.003913894	0	0	0	0	1	0	0	0.152941176	0.152941176	1	0	0.03	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0.003913894	0.001956947	0	0	0	0	0.5	1	0	0.803921569	0.109803922	0.14	0.03	0.14	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0	0	0	1	0	0	0.266666667	0.090196078	0.34	0.06	0.01	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.021526419	0.021526419	0	0	0	0	1	0	0	0.043137255	1	1	0	0.09	0.02	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.003913894	0.003913894	0	0	0	0	1	0	0	0.639215686	1	1	0	0.01	0.01	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0.481409002	0.015655577	1	1	0	0	0.03	0.07	0	1	0.031372549	0.03	0.07	0	0	1	1	0	0	1
0	0	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.37964775	0.011741683	1	1	0	0	0.03	0.06	0	1	0.023529412	0.02	0.06	0	0	1	1	0	0	1
0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1
0	0	0.066666667	0	0.001131222	0	0	0	0	0	0.007827789	0.007827789	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0.04	0.04	1
0	0	0	0	0	0	0	0	0	0	0.019569472	0.019569472	0	0	0	0	1	0	0	0.619607843	1	1	0	0.01	0.01	0	0	0.01	0.01	0
0	0	0	0	0	0	0	0	0	0	0.025440313	0.025440313	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.007827789	0.007827789	0	0	0	0	1	0	0	0.015686275	1	1	0	0.25	0.06	0	0	0	0	0
0	0	0.066666667	0	0.001131222	0	0	0	0	0	0.003913894	0.007827789	0	0	0	0.5	1	0	0.75	1	1	1	0	0	0	0	0	0.04	0.04	1
0	0	0	0	0	0	0	0	0	0	0.487279843	0.005870841	1	1	0	0	0.01	0.06	0	1	0.011764706	0.01	0.08	0	0	1	1	0	0	1
0	0	0	0	0	0	0	0	0	0	0.01369863	0.015655577	0	0	0	0	1	0	0.25	0.098039216	1	1	0	0.04	0.02	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.005870841	0.005870841	0	0	0	0	1	0	0	0.011764706	1	1	0	0.33	0.05	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.001956947	0.001956947	0	0	1	1	1	0	0	0.301960784	1	1	0	0.01	0.2	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0.019569472	0.031311155	0	0	0	0	1	0	0.12	1	1	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.054794521	0.058708415	0	0	0	0	1	0	0.1	0.423529412	1	1	0	0.01	0.01	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.553816047	0.039138943	1	1	0	0	0.07	0.06	0	1	0.078431373	0.08	0.07	0	0	1	1	0	0	1
