19900214,35342,35.28,107.11,5,3.3,0
19900223,46965,41.47,96.53,12,3.7,0
19900321,21857,37.95,102.03,32,3.5,0
19900322,47341,36.56,104.71,27,3.2,0
19900415,25729,37.26,103.57,18,3.6,0
19900624,77483,38.32,100.21,5,4.3,0
19900711,84097,34.84,102.62,12,3.6,0
19900716,48130,39.22,97.18,16,3,0
19900808,59828,34.39,105.19,17,3.8,0
19900925,52763,39.23,97.23,6,3.7,0
19900929,52929,37.82,102.16,7,3.2,0
19901020,29247,37.11,103.72,12,5.9,1
19901020,30599,36.96,103.47,17,3.5,0
19901020,31157,37.17,103.59,10,5.2,1
19901020,36531,37.06,103.71,9,4.3,0
19901020,38598,37.12,103.62,2,3.9,0
19901020,50674,37.38,103.68,24,3,0
19901020,55808,37.23,103.5,16,3.6,0
19901020,61926,37.25,103.62,15,3.6,0
19901021,55809,37.12,103.51,10,3.9,0
19901021,78564,37.25,103.54,14,3.6,0
19901021,86362,37.04,103.33,13,3.6,0
19901022,3926,37.03,103.54,17,3.5,0
19901022,80490,37.16,103.5,12,3.4,0
19901023,60401,37.16,103.41,9,3.3,0
19901024,57400,37.34,103.61,4,3,0
19901027,71883,37.11,103.69,2,3.5,0
19901106,31006,34,104.49,11,3.3,0
19901108,47469,37.25,103.55,9,3.3,0
19901126,26129,37.24,103.47,13,3.8,0
19901209,3529,37.28,103.5,12,3.3,0
19901216,37729,37.71,102.46,11,3.6,0
19901226,2060,38.12,101.91,6,3.3,0
19910116,58195,37.19,103.41,12,3.4,0
19910118,44473,37.31,103.57,13,3.3,0
19910124,43678,34.92,104.35,32,4,0
19910202,23046,34.66,104.68,6,3.4,0
19910212,76161,34.21,103.31,4,3.3,0
19910213,41094,38.04,102.07,13,3.7,0
19910216,1187,33.72,104.78,5,3.6,0
19910226,76882,37.88,102.74,10,3.2,0
19910306,41596,33.45,104.11,6,3.7,0
19910425,84646,33.12,104.69,19,4,0
19910522,47678,36.93,103.94,12,4,0
19910525,4819,34.69,105.19,13,3.9,0
19910526,28962,40.83,94.5,33,4.6,1
19910603,74038,33.82,104.24,7,3.2,0
19910708,82658,33.15,104.2,5,3.1,0
19910712,78991,39.59,94.97,8,4.1,0
19910712,79559,39.53,94.9,14,5.1,1
19910722,19528,38.48,100.05,11,3.5,0
19910807,17288,33.3,103.75,10,4.2,0
